Reward
-111.50754650020934
-91.00100170681795
-114.6897341270952
-98.27426242219049
-101.4131581698856
-97.13889365215788
-79.5128708655029
-115.2306224506896
-131.84775365426154
-115.88187256042026
-113.07301532253425
-111.17017663619171
-106.23818075021455
-103.58671087535136
-106.48903934729286
-113.4178822324384
-114.47050007584878
-115.17547102203493
-106.42388478783542
-110.42132820490785
-172.57453276332444
-104.28109976101034
-137.73984784367033
-107.01037839046455
-131.02208424755793
-110.65269967182266
-108.26562976996266
-98.71808828476941
-107.10551911753825
-107.2763134093944
-101.78890250334777
-101.19618577099729
-119.78892455216621
-80.59001293854996
-105.37511045030827
-89.18612722073712
-106.41484456383598
-105.6862180632051
-115.86989450247684
-114.30528812438071
-104.36514202304718
-117.17348528456701
-116.08728031066914
-126.37261392877747
-103.513863595306
-174.52382011681
-78.83902386893111
-87.02662757444484
-109.63697610452485
-107.48990900808846
-67.54306303262683
-106.97054921643287
-108.55823019003583
-101.24653395940338
-114.22356819290817
-102.88469326139378
-110.48260232730843
-112.33957161793288
-111.77587017709129
-115.84227251492392
-110.64136488613511
-119.94294472362039
-117.1383302021039
-117.85546827958898
-122.02579105985822
-114.03540804177138
-125.79228330462004
-134.4669503546462
-105.91494090264291
-113.4363787605272
-94.98424384073503
-101.05975471086738
-132.36761320744802
-120.78945914170842
-115.04864158266274
-116.03261001407404
-122.20105436720736
-112.86714551264632
-114.64269889759508
-124.0030763898467
-124.9914128140868
-115.55463566647036
-111.60642966980004
-137.4358503944185
-130.90590191480987
-112.3433011606656
-109.02595427147337
-108.26653870428466
-122.61838385286046
-106.85721764161798
-118.77966732155171
-114.27458836572444
-114.25264355920976
-122.32326146414064
-103.82100961761127
-124.70794181059621
-118.85594741952892
-114.84706961507263
-126.30023650240821
-121.56672743199229
-119.2762142652981
-119.42283460540224
-103.91134568546128
-118.00063712117287
-104.87562462453296
-112.8406296324874
-111.38512189285966
-107.88144808433242
-127.16675527404881
-125.36755993699718
-122.01115530528749
-121.8407750093541
-110.47708464446552
-119.84822003668732
-111.76477157927876
-114.57889143656355
-125.6781618557915
-140.8922293459516
-115.34205392953108
-105.64502302421208
-113.55296175005672
-120.09703295789684
-125.55499236554232
-111.78839243663612
-121.40273654873582
-128.6687548113767
-118.45823581864076
-127.6487494181951
-110.9758256944891
-110.66798625609117
-120.25241479504108
-108.59437147830663
-112.18265814864834
-128.72810889405162
-117.71295311061529
-131.0587494431734
-104.36162915737579
-103.22884914571891
-100.53839287220016
-128.2764535295135
-122.47391311120106
