Reward
-111.50754650020934
-91.00100170681795
-114.6897341270952
-98.27426242219049
-101.4131581698856
-97.13889365215788
-80.10022255603766
-117.28442693628085
-118.84263201421513
-112.54004459627333
-118.86613425586224
-110.47300959749668
-112.44923990990668
-115.00587881828856
-114.03099141180701
-115.32953952496338
-103.40686441707598
-114.8416916605326
-157.44540542528395
-121.9132310243506
-118.86015692917717
-108.84745771306467
-104.68941639200003
-106.66848104765552
-101.63011449340247
-110.51607997336177
-83.74843641864668
-125.7660839217412
-129.30458994870992
-105.56474212980507
-110.16751202565867
-137.32081636259048
-109.45622504642382
-132.61042233341772
-167.6484356297818
-142.88121022099153
-137.5738323259057
-135.44704854079248
-139.31242873506147
-199.76952993947884
-93.27850233741664
-110.12772368356399
-113.87032896032991
-100.500034836762
-113.69353394512646
-111.30211496690524
-107.57931638891391
-113.48155334661912
-121.96709951722931
-126.87646656824623
-154.1440743774414
-119.30738917119052
-122.60358407568646
-111.77576685881489
-105.95168281337122
-124.27258792355147
-125.43299769162468
-128.2412876715141
-120.86750856804562
-131.22071076244166
-116.95014284176256
-147.91058708240027
-120.12541669534173
-123.18088242353276
-118.72512895684105
-107.43184980997258
-115.3138783124211
-110.419633112914
-144.5046366033837
-111.97866389770371
-112.81026758261608
-118.61297029841975
-110.52461551511735
-108.6065453316778
-132.4753371115832
-113.67614347456394
-111.07649224231926
-118.74599476795382
-134.1491070455341
-106.67198976595552
-115.88323536365242
-139.60621824245888
-112.07826660732292
-112.73579605450108
-112.94277560827608
-112.91879548070852
-138.9895209770497
-120.01957435797117
-161.60948200540227
-142.5296826860846
-87.67056905272482
-118.44350329104537
-107.56767344812577
-111.80424031183509
-88.11957616777485
-171.01971635893625
-109.0272375092633
-103.75692447614136
-167.47651754101037
-152.79627875213183
-110.58066583797063
-146.66749237784842
-88.36531907820658
-143.80740401932806
-125.29704861325669
-198.6321320861991
-113.05629251460445
-122.96669992867488
-112.15519813058314
-118.11239400682139
-105.66938808078493
-157.44824097093752
-111.61855027626838
-109.58485890031444
-133.79103036954916
-120.47173764367363
-73.15276967617518
-149.28552164464998
-141.39824800807182
-126.84774457013086
-132.0631431372586
-130.81073621107052
-113.45100511133596
-92.02812282278231
-122.05315490175296
-111.01599566373265
-45.22924246048146
-117.20856204764048
-130.84536217946174
-114.0087646216714
-121.68402166492939
-35.54110952124105
-78.49272620732162
-92.37403864532045
-110.9066524494011
-70.89815530514687
-118.97600529936898
-93.26085103810291
-114.03221278292523
-114.09486012886045
-109.26657952740133
